Gene_Public_Name,Gene_WB220ID,DE_Pval,DE_FDR,DE_logFC,TFhit_pval,TFHit_MinAbsDistance,TFHit_MinRelDistance,TotalHits_in_range
abu-4,WBGene00000027,1.00000000,1.00000000,0.00000000,0.00000000,2578,2578,7
abu-5,WBGene00000028,1.00000000,1.00000000,0.00000000,0.00000000,19700,-19700,3
abu-6,WBGene00000029,1.00000000,1.00000000,0.00000000,0.00000094,29005,-29005,2
abu-7,WBGene00000030,1.00000000,1.00000000,0.00000000,0.00000094,31798,-31798,2
abu-8,WBGene00000031,1.00000000,1.00000000,0.00000000,0.00000000,11294,11294,2
abu-9,WBGene00000032,1.00000000,1.00000000,0.00000000,0.00000000,35153,-35153,2
abu-10,WBGene00000033,1.00000000,1.00000000,0.00000000,0.00000000,5357,5357,4
abu-11,WBGene00000034,1.00000000,1.00000000,0.00000000,0.00000000,24246,24246,6
ace-1,WBGene00000035,1.00000000,1.00000000,0.00000000,0.00000000,14502,-14502,2
ace-2,WBGene00000036,1.00000000,1.00000000,0.00000000,0.00000000,4309,-4309,8
ace-3,WBGene00000037,1.00000000,1.00000000,0.00000000,0.00000000,39077,39077,4
ace-4,WBGene00000038,1.00000000,1.00000000,0.00000000,0.00000000,43490,-43490,2
acn-1,WBGene00000039,1.00000000,1.00000000,0.00000000,0.00000000,6537,-6537,4
aco-1,WBGene00000040,1.00000000,1.00000000,0.00000000,0.00000000,40037,-40037,1
aco-2,WBGene00000041,1.00000000,1.00000000,0.00000000,0.00000000,289,-289,7
acr-2,WBGene00000042,1.00000000,1.00000000,0.00000000,0.00000000,41842,41842,1
acr-3,WBGene00000043,1.00000000,1.00000000,0.00000000,0.00000000,34996,34996,1
acr-5,WBGene00000044,1.00000000,1.00000000,0.00000000,0.00000000,1151,-1151,5
acr-6,WBGene00000045,1.00000000,1.00000000,0.00000000,0.00000000,8854,8854,5
acr-7,WBGene00000046,1.00000000,1.00000000,0.00000000,0.00000000,8897,-8897,11
acr-8,WBGene00000047,1.00000000,1.00000000,0.00000000,0.00000000,34922,-34922,1
acr-9,WBGene00000048,1.00000000,1.00000000,0.00000000,0.00000000,23244,23244,2
acr-10,WBGene00000049,1.00000000,1.00000000,0.00000000,0.00000000,6878,-6878,1
acr-11,WBGene00000050,1.00000000,1.00000000,0.00000000,0.00000000,10199,-10199,5
acr-12,WBGene00000051,1.00000000,1.00000000,0.00000000,0.00000000,4090,-4090,4
acr-14,WBGene00000053,1.00000000,1.00000000,0.00000000,0.00000000,10371,10371,10
acr-15,WBGene00000054,1.00000000,1.00000000,0.00000000,0.00000000,17376,17376,6
acr-16,WBGene00000055,1.00000000,1.00000000,0.00000000,0.00000000,8855,8855,10
acr-17,WBGene00000056,1.00000000,1.00000000,0.00000000,0.00000000,5454,-5454,5
acr-18,WBGene00000057,1.00000000,1.00000000,0.00000000,0.00000000,714,714,7
acr-19,WBGene00000058,1.00000000,1.00000000,0.00000000,0.00000000,24245,24245,5
acr-20,WBGene00000059,1.00000000,1.00000000,0.00000000,0.00000000,10030,10030,7
acr-21,WBGene00000060,1.00000000,1.00000000,0.00000000,0.00000000,21061,21061,7
lgc-11,WBGene00000061,1.00000000,1.00000000,0.00000000,0.00000000,2646,-2646,2
acr-23,WBGene00000062,1.00000000,1.00000000,0.00000000,0.00000000,7142,-7142,15
act-1,WBGene00000063,1.00000000,1.00000000,0.00000000,0.00000000,614,-614,15
act-2,WBGene00000064,1.00000000,1.00000000,0.00000000,0.00000000,944,-944,15
act-3,WBGene00000065,1.00000000,1.00000000,0.00000000,0.00000000,1910,1910,15
act-4,WBGene00000066,1.00000000,1.00000000,0.00000000,0.00000000,60,60,3
act-5,WBGene00000067,1.00000000,1.00000000,0.00000000,0.00000000,1992,1992,7
acy-1,WBGene00000068,1.00000000,1.00000000,0.00000000,0.00000000,188,-188,8
acy-2,WBGene00000069,1.00000000,1.00000000,0.00000000,0.00000000,11097,-11097,5
acy-3,WBGene00000070,1.00000000,1.00000000,0.00000000,0.00000000,1451,-1451,11
acy-4,WBGene00000071,1.00000000,1.00000000,0.00000000,0.00000001,27345,27345,3
add-1,WBGene00000072,0.00006913,0.00639610,4.82008186,0.00000000,36342,36342,3
add-2,WBGene00000073,1.00000000,1.00000000,0.00000000,0.00000000,6471,-6471,10
adm-2,WBGene00000074,1.00000000,1.00000000,0.00000000,0.00000000,12332,-12332,7
adm-4,WBGene00000075,1.00000000,1.00000000,0.00000000,0.00000000,522,-522,6
adr-1,WBGene00000079,1.00000000,1.00000000,0.00000000,0.00000000,716,-716,6
adr-2,WBGene00000080,1.00000000,1.00000000,0.00000000,0.00000000,3412,3412,11
adt-1,WBGene00000082,1.00000000,1.00000000,0.00000000,0.00000000,8227,-8227,6
adt-2,WBGene00000083,1.00000000,1.00000000,0.00000000,0.00000022,1400,1400,2
aex-1,WBGene00000084,1.00000000,1.00000000,0.00000000,0.00000000,5507,-5507,8
aex-2,WBGene00000085,1.00000000,1.00000000,0.00000000,0.00000000,7726,-7726,2
aex-3,WBGene00000086,1.00000000,1.00000000,0.00000000,0.00000000,16882,16882,3
aex-5,WBGene00000088,1.00000000,1.00000000,0.00000000,0.00000000,4473,-4473,6
aex-6,WBGene00000089,1.00000000,1.00000000,0.00000000,0.00000000,4432,4432,3
age-1,WBGene00000090,1.00000000,1.00000000,0.00000000,0.00000000,15357,15357,6
ags-3,WBGene00000092,1.00000000,1.00000000,0.00000000,0.00000000,46804,46804,1
agt-1,WBGene00000093,1.00000000,1.00000000,0.00000000,0.00000000,2066,2066,8
agt-2,WBGene00000094,1.00000000,1.00000000,0.00000000,0.00000000,1625,1625,13
aha-1,WBGene00000095,1.00000000,1.00000000,0.00000000,0.00000000,2849,-2849,10
ahr-1,WBGene00000096,1.00000000,1.00000000,0.00000000,0.00000000,10380,-10380,5
aip-1,WBGene00000097,1.00000000,1.00000000,0.00000000,0.00000000,76,-76,5
air-1,WBGene00000098,1.00000000,1.00000000,0.00000000,0.00000000,88,-88,7
air-2,WBGene00000099,1.00000000,1.00000000,0.00000000,0.00000000,350,-350,3
ajm-1,WBGene00000100,1.00000000,1.00000000,0.00000000,0.00000032,571,-571,3
aka-1,WBGene00000101,1.00000000,1.00000000,0.00000000,0.00000000,6246,6246,2
akt-1,WBGene00000102,1.00000000,1.00000000,0.00000000,0.00000000,1072,-1072,7
akt-2,WBGene00000103,1.00000000,1.00000000,0.00000000,0.00000000,738,-738,5
alg-1,WBGene00000105,1.00000000,1.00000000,0.00000000,0.00000000,1713,1713,7
alg-2,WBGene00000106,1.00000000,1.00000000,0.00000000,0.00000000,2,2,2
alh-1,WBGene00000107,1.00000000,1.00000000,0.00000000,0.00000000,450,-450,7
alh-2,WBGene00000108,1.00000000,1.00000000,0.00000000,0.00000000,16940,-16940,3
alh-3,WBGene00000109,1.00000000,1.00000000,0.00000000,0.00000000,897,-897,9
alh-4,WBGene00000110,1.00000000,1.00000000,0.00000000,0.00000000,380,380,5
alh-5,WBGene00000111,1.00000000,1.00000000,0.00000000,0.00000000,3962,3962,2
alh-6,WBGene00000112,1.00000000,1.00000000,0.00000000,0.00000000,4178,4178,2
alh-7,WBGene00000113,1.00000000,1.00000000,0.00000000,0.00000000,7768,7768,9
alh-8,WBGene00000114,1.00000000,1.00000000,0.00000000,0.00000000,20,-20,12
alh-9,WBGene00000115,1.00000000,1.00000000,0.00000000,0.00000000,27,-27,15
alh-10,WBGene00000116,1.00000000,1.00000000,0.00000000,0.00000000,40017,-40017,2
alh-11,WBGene00000117,1.00000000,1.00000000,0.00000000,0.00000000,9147,9147,3
alh-12,WBGene00000118,0.00044166,0.01721108,2.56601368,0.00000000,115,-115,6
aly-1,WBGene00000120,1.00000000,1.00000000,0.00000000,0.00000000,12613,-12613,8
aly-2,WBGene00000121,1.00000000,1.00000000,0.00000000,0.00000000,277,-277,5
aly-3,WBGene00000122,1.00000000,1.00000000,0.00000000,0.00000000,4893,4893,7
ama-1,WBGene00000123,1.00000000,1.00000000,0.00000000,0.00000000,537,-537,7
amt-1,WBGene00000133,0.00079717,0.02647700,4.23168798,0.00000000,20308,-20308,5
amt-2,WBGene00000134,1.00000000,1.00000000,0.00000000,0.00000000,11293,-11293,11
amt-3,WBGene00000135,1.00000000,1.00000000,0.00000000,0.00000000,19926,19926,3
amt-4,WBGene00000136,0.00001189,0.00086220,4.72107282,0.00000000,14162,-14162,5
amx-1,WBGene00000137,1.00000000,1.00000000,0.00000000,0.00000000,2035,-2035,15
amx-2,WBGene00000138,1.00000000,1.00000000,0.00000000,0.00000000,13877,13877,4
anc-1,WBGene00000140,1.00000000,1.00000000,0.00000000,0.00000000,206,-206,8
aos-1,WBGene00000142,1.00000000,1.00000000,0.00000000,0.00000000,6859,6859,4
apc-2,WBGene00000143,1.00000000,1.00000000,0.00000000,0.00000000,11230,-11230,10
apc-10,WBGene00000144,1.00000000,1.00000000,0.00000000,0.00000000,16228,16228,3
apc-11,WBGene00000145,1.00000000,1.00000000,0.00000000,0.00000000,6393,-6393,7
ape-1,WBGene00000146,1.00000000,1.00000000,0.00000000,0.00000000,820,820,6
aph-1,WBGene00000147,1.00000000,1.00000000,0.00000000,0.00000000,12647,12647,6
aph-2,WBGene00000148,1.00000000,1.00000000,0.00000000,0.00000000,7768,-7768,4
apl-1,WBGene00000149,1.00000000,1.00000000,0.00000000,0.00000000,7015,7015,4
apm-1,WBGene00000150,1.00000000,1.00000000,0.00000000,0.00000000,11863,11863,8
apn-1,WBGene00000151,1.00000000,1.00000000,0.00000000,0.00000000,7938,-7938,10
app-1,WBGene00000155,1.00000000,1.00000000,0.00000000,0.00000000,2991,2991,8
apr-1,WBGene00000156,1.00000000,1.00000000,0.00000000,0.00000000,3349,-3349,5
aps-2,WBGene00000157,1.00000000,1.00000000,0.00000000,0.00000000,4331,4331,4
apg-1,WBGene00000158,1.00000000,1.00000000,0.00000000,0.00000000,155,-155,1
aps-1,WBGene00000159,1.00000000,1.00000000,0.00000000,0.00000000,97,-97,6
apb-1,WBGene00000160,1.00000000,1.00000000,0.00000000,0.00000000,5192,-5192,3
apa-2,WBGene00000161,1.00000000,1.00000000,0.00000000,0.00000000,1151,1151,4
apd-3,WBGene00000162,1.00000000,1.00000000,0.00000000,0.00000000,8739,-8739,5
apb-3,WBGene00000163,1.00000000,1.00000000,0.00000000,0.00000000,6025,6025,7
apm-3,WBGene00000164,1.00000000,1.00000000,0.00000000,0.00000000,5240,-5240,2
aps-3,WBGene00000165,1.00000000,1.00000000,0.00000000,0.00000000,857,857,3
apt-9,WBGene00000166,1.00000000,1.00000000,0.00000000,0.00000000,25673,25673,3
apx-1,WBGene00000168,1.00000000,1.00000000,0.00000000,0.00000001,13018,-13018,2
aqp-1,WBGene00000169,0.00000006,0.00000929,4.85317636,0.00000000,17478,17478,6
aqp-2,WBGene00000170,1.00000000,1.00000000,0.00000000,0.00000000,1325,1325,8
aqp-3,WBGene00000171,1.00000000,1.00000000,0.00000000,0.00000000,9350,9350,8
aqp-4,WBGene00000172,1.00000000,1.00000000,0.00000000,0.00000000,3488,3488,7
aqp-5,WBGene00000173,1.00000000,1.00000000,0.00000000,0.00000000,23313,-23313,5
aqp-6,WBGene00000174,1.00000000,1.00000000,0.00000000,0.00000000,32970,32970,1
aqp-7,WBGene00000175,1.00000000,1.00000000,0.00000000,0.00000000,11062,11062,3
aqp-8,WBGene00000176,1.00000000,1.00000000,0.00000000,0.00000000,2912,-2912,3
aqp-9,WBGene00000177,1.00000000,1.00000000,0.00000000,0.00000000,121,-121,4
aqp-10,WBGene00000178,1.00000000,1.00000000,0.00000000,0.00000000,1887,1887,6
aqp-11,WBGene00000179,1.00000000,1.00000000,0.00000000,0.00000000,14121,14121,11
arc-1,WBGene00000180,1.00000000,1.00000000,0.00000000,0.00000000,18729,-18729,6
ard-1,WBGene00000181,1.00000000,1.00000000,0.00000000,0.00000000,5667,-5667,7
arf-1.2,WBGene00000182,1.00000000,1.00000000,0.00000000,0.00000000,403,-403,8
arf-3,WBGene00000183,1.00000000,1.00000000,0.00000000,0.00000000,312,-312,7
arf-6,WBGene00000184,1.00000000,1.00000000,0.00000000,0.00000000,148,-148,2
ark-1,WBGene00000186,1.00000000,1.00000000,0.00000000,0.00000000,171,-171,5
arl-1,WBGene00000187,1.00000000,1.00000000,0.00000000,0.00000000,12397,-12397,5
arl-3,WBGene00000188,1.00000000,1.00000000,0.00000000,0.00000000,8648,-8648,6
arl-5,WBGene00000189,1.00000000,1.00000000,0.00000000,0.00000000,2204,2204,14
arf-1.1,WBGene00000190,1.00000000,1.00000000,0.00000000,0.00000000,19765,19765,1
arl-7,WBGene00000191,1.00000000,1.00000000,0.00000000,0.00000000,5166,-5166,2
arl-8,WBGene00000192,1.00000000,1.00000000,0.00000000,0.00000000,573,-573,7
arl-6,WBGene00000193,1.00000000,1.00000000,0.00000000,0.00000000,17065,-17065,3
arr-1,WBGene00000195,1.00000000,1.00000000,0.00000000,0.00000000,1087,-1087,2
aars-1,WBGene00000196,1.00000000,1.00000000,0.00000000,0.00000000,4516,4516,7
aars-2,WBGene00000197,1.00000000,1.00000000,0.00000000,0.00000000,229,-229,5
art-1,WBGene00000198,1.00000000,1.00000000,0.00000000,0.00000000,2097,-2097,9
arx-1,WBGene00000199,1.00000000,1.00000000,0.00000000,0.00000000,6785,-6785,6
arx-2,WBGene00000200,1.00000000,1.00000000,0.00000000,0.00000000,3786,3786,7
arx-3,WBGene00000201,1.00000000,1.00000000,0.00000000,0.00000000,6294,6294,7
exos-4.2,WBGene00000202,1.00000000,1.00000000,0.00000000,0.00000000,6000,-6000,10
arx-5,WBGene00000203,1.00000000,1.00000000,0.00000000,0.00000000,3332,3332,6
arx-6,WBGene00000204,1.00000000,1.00000000,0.00000000,0.00000000,116,-116,4
arx-7,WBGene00000205,1.00000000,1.00000000,0.00000000,0.00000000,964,964,7
asb-1,WBGene00000206,1.00000000,1.00000000,0.00000000,0.00000000,6052,6052,7
asb-2,WBGene00000207,1.00000000,1.00000000,0.00000000,0.00000000,236,-236,4
asc-1,WBGene00000208,1.00000000,1.00000000,0.00000000,0.00000000,3623,3623,5
asg-1,WBGene00000209,1.00000000,1.00000000,0.00000000,0.00000000,269,-269,3
asg-2,WBGene00000210,1.00000000,1.00000000,0.00000000,0.00000000,206,-206,4
asm-1,WBGene00000211,1.00000000,1.00000000,0.00000000,0.00000000,3446,3446,7
asm-2,WBGene00000212,0.00000200,0.00018197,3.85971920,0.00000000,21242,-21242,1
asm-3,WBGene00000213,0.00000000,0.00000013,5.34374649,0.00000000,637,-637,3
asp-1,WBGene00000214,1.00000000,1.00000000,0.00000000,0.00000008,2468,2468,2
asp-2,WBGene00000215,1.00000000,1.00000000,0.00000000,0.00000000,13053,13053,8
asp-3,WBGene00000216,0.00000327,0.00027499,3.34199643,0.00000000,13999,13999,5
asp-4,WBGene00000217,0.00070603,0.02491151,2.34195595,0.00000000,6516,6516,5
asp-5,WBGene00000218,1.00000000,1.00000000,0.00000000,0.00000000,19577,-19577,6
asp-6,WBGene00000219,1.00000000,1.00000000,0.00000000,0.00000000,14748,-14748,7
atf-2,WBGene00000220,1.00000000,1.00000000,0.00000000,0.00000000,4748,-4748,11
atf-5,WBGene00000221,1.00000000,1.00000000,0.00000000,0.00000000,1700,1700,9
atf-6,WBGene00000222,1.00000000,1.00000000,0.00000000,0.00000000,290,-290,6
atf-7,WBGene00000223,1.00000000,1.00000000,0.00000000,0.00000000,3131,3131,11
atgp-1,WBGene00000224,1.00000000,1.00000000,0.00000000,0.00000000,442,-442,4
atgp-2,WBGene00000225,1.00000000,1.00000000,0.00000000,0.00000000,4639,-4639,6
atl-1,WBGene00000226,1.00000000,1.00000000,0.00000000,0.00000000,19472,19472,3
atm-1,WBGene00000227,1.00000000,1.00000000,0.00000000,0.00000000,20046,-20046,2
atn-1,WBGene00000228,1.00000000,1.00000000,0.00000000,0.00000000,12750,-12750,6
atp-2,WBGene00000229,1.00000000,1.00000000,0.00000000,0.00000000,224,-224,9
atp-3,WBGene00000230,1.00000000,1.00000000,0.00000000,0.00000000,1410,1410,4
atx-2,WBGene00000231,1.00000000,1.00000000,0.00000000,0.00000000,10,10,9
avr-14,WBGene00000232,1.00000000,1.00000000,0.00000000,0.00000000,19160,19160,5
avr-15,WBGene00000233,1.00000000,1.00000000,0.00000000,0.00000000,1143,-1143,7
baf-1,WBGene00000235,1.00000000,1.00000000,0.00000000,0.00000000,60,-60,9
bag-1,WBGene00000236,1.00000000,1.00000000,0.00000000,0.00000000,1005,1005,12
bam-2,WBGene00000237,1.00000000,1.00000000,0.00000000,0.00000000,13834,-13834,4
bar-1,WBGene00000238,1.00000000,1.00000000,0.00000000,0.00000000,15820,15820,1
bas-1,WBGene00000239,1.00000000,1.00000000,0.00000000,0.00000000,8513,-8513,13
pah-1,WBGene00000240,1.00000000,1.00000000,0.00000000,0.00000000,1764,1764,12
bbs-1,WBGene00000241,1.00000000,1.00000000,0.00000000,0.00000000,24375,-24375,2
bbs-2,WBGene00000242,1.00000000,1.00000000,0.00000000,0.00000000,7438,-7438,11
bbs-8,WBGene00000244,1.00000000,1.00000000,0.00000000,0.00000000,7092,7092,4
bca-1,WBGene00000245,1.00000000,1.00000000,0.00000000,0.00000000,3155,3155,8
bcc-1,WBGene00000246,1.00000000,1.00000000,0.00000000,0.00000000,3002,-3002,6
bec-1,WBGene00000247,1.00000000,1.00000000,0.00000000,0.00000000,1771,-1771,6
ben-1,WBGene00000248,1.00000000,1.00000000,0.00000000,0.00000000,2397,2397,5
bir-1,WBGene00000249,1.00000000,1.00000000,0.00000000,0.00000000,42,-42,8
bir-2,WBGene00000250,1.00000000,1.00000000,0.00000000,0.00000000,42,-42,5
bli-2,WBGene00000252,1.00000000,1.00000000,0.00000000,0.00000000,1764,-1764,7
bli-3,WBGene00000253,1.00000000,1.00000000,0.00000000,0.00000000,14245,14245,5
bli-4,WBGene00000254,1.00000000,1.00000000,0.00000000,0.00000000,16401,16401,7
bli-5,WBGene00000255,1.00000000,1.00000000,0.00000000,0.00000000,4081,-4081,4
bmk-1,WBGene00000257,1.00000000,1.00000000,0.00000000,0.00000000,4411,-4411,6
bpl-1,WBGene00000259,1.00000000,1.00000000,0.00000000,0.00000000,2984,2984,8
bra-1,WBGene00000262,1.00000000,1.00000000,0.00000000,0.00000000,2266,-2266,1
F23H11.5,WBGene00000263,1.00000000,1.00000000,0.00000000,0.00000000,1319,1319,5
brc-1,WBGene00000264,1.00000000,1.00000000,0.00000000,0.00000000,1975,1975,8
brd-1,WBGene00000265,1.00000000,1.00000000,0.00000000,0.00000000,2614,2614,9
bre-1,WBGene00000266,1.00000000,1.00000000,0.00000000,0.00000000,11942,-11942,5
bre-2,WBGene00000267,1.00000000,1.00000000,0.00000000,0.00000000,18955,18955,5
bre-3,WBGene00000268,1.00000000,1.00000000,0.00000000,0.00000000,2529,-2529,11
bre-4,WBGene00000269,1.00000000,1.00000000,0.00000000,0.00000000,7338,7338,1
bre-5,WBGene00000270,1.00000000,1.00000000,0.00000000,0.00000000,1985,1985,11
brf-1,WBGene00000271,1.00000000,1.00000000,0.00000000,0.00000000,3970,-3970,12
bro-1,WBGene00000272,1.00000000,1.00000000,0.00000000,0.00000000,3116,3116,3
brp-1,WBGene00000273,1.00000000,1.00000000,0.00000000,0.00000000,193,-193,10
btf-1,WBGene00000274,1.00000000,1.00000000,0.00000000,0.00000000,240,-240,8
bub-1,WBGene00000275,1.00000000,1.00000000,0.00000000,0.00000000,20664,20664,4
byn-1,WBGene00000276,1.00000000,1.00000000,0.00000000,0.00000000,2214,-2214,11
cab-1,WBGene00000277,1.00000000,1.00000000,0.00000000,0.00000000,20296,-20296,3
cah-1,WBGene00000279,1.00000000,1.00000000,0.00000000,0.00000000,2152,-2152,6
cah-2,WBGene00000280,1.00000000,1.00000000,0.00000000,0.00000000,1777,-1777,3
cah-3,WBGene00000281,1.00000000,1.00000000,0.00000000,0.00000000,41477,-41477,1
cah-4,WBGene00000282,1.00000000,1.00000000,0.00000000,0.00000000,2565,-2565,4
cah-5,WBGene00000283,0.00053369,0.01958369,3.53124826,0.00000000,48552,48552,1
cah-6,WBGene00000284,1.00000000,1.00000000,0.00000000,0.00000000,18720,18720,3
cal-1,WBGene00000285,1.00000000,1.00000000,0.00000000,0.00000000,2695,-2695,11
cal-2,WBGene00000286,1.00000000,1.00000000,0.00000000,0.00000000,1330,-1330,7
cal-3,WBGene00000287,1.00000000,1.00000000,0.00000000,0.00000000,2627,-2627,6
cal-4,WBGene00000288,1.00000000,1.00000000,0.00000000,0.00000000,11585,-11585,7
cam-1,WBGene00000289,1.00000000,1.00000000,0.00000000,0.00000000,11253,-11253,10
cap-1,WBGene00000292,1.00000000,1.00000000,0.00000000,0.00000000,2063,2063,6
cap-2,WBGene00000293,1.00000000,1.00000000,0.00000000,0.00000000,203,-203,9
cas-1,WBGene00000294,1.00000000,1.00000000,0.00000000,0.00000000,6749,6749,4
cat-1,WBGene00000295,1.00000000,1.00000000,0.00000000,0.00000000,2313,2313,4
cat-2,WBGene00000296,1.00000000,1.00000000,0.00000000,0.00000000,2426,-2426,5
cat-4,WBGene00000298,1.00000000,1.00000000,0.00000000,0.00000000,6786,6786,5
cav-1,WBGene00000301,1.00000000,1.00000000,0.00000000,0.00000000,5252,5252,4
cav-2,WBGene00000302,1.00000000,1.00000000,0.00000000,0.00000000,192,-192,4
C04A11.t1,WBGene00000308,1.00000000,1.00000000,0.00000000,0.00000000,37,37,4
C05C9.t1,WBGene00000310,1.00000000,1.00000000,0.00000000,0.00000000,43828,43828,1
C05C9.t2,WBGene00000311,1.00000000,1.00000000,0.00000000,0.00000000,44267,44267,1
cbp-1,WBGene00000366,1.00000000,1.00000000,0.00000000,0.00000000,99,-99,9
cca-1,WBGene00000367,1.00000000,1.00000000,0.00000000,0.00000000,24412,-24412,1
ccb-1,WBGene00000368,1.00000000,1.00000000,0.00000000,0.00000000,6538,6538,5
ccf-1,WBGene00000369,1.00000000,1.00000000,0.00000000,0.00000000,1681,1681,8
ccg-1,WBGene00000370,1.00000000,1.00000000,0.00000000,0.00030097,5729,5729,3
cco-1,WBGene00000371,1.00000000,1.00000000,0.00000000,0.00000000,61,-61,7
cyp-13A7,WBGene00000372,1.00000000,1.00000000,0.00000000,0.00000000,15857,-15857,4
cyp-14A5,WBGene00000373,1.00000000,1.00000000,0.00000000,0.00000000,4259,4259,3
cyp-31A1,WBGene00000374,1.00000000,1.00000000,0.00000000,0.00000000,5455,-5455,8
cyp-44A1,WBGene00000375,1.00000000,1.00000000,0.00000000,0.00000000,2388,-2388,7
ccr-4,WBGene00000376,1.00000000,1.00000000,0.00000000,0.00000000,10536,10536,4
cct-1,WBGene00000377,1.00000000,1.00000000,0.00000000,0.00000000,220,-220,7
cct-2,WBGene00000378,1.00000000,1.00000000,0.00000000,0.00000000,302,-302,8
cct-4,WBGene00000379,1.00000000,1.00000000,0.00000000,0.00000000,190,-190,6
cct-5,WBGene00000380,1.00000000,1.00000000,0.00000000,0.00000000,2939,2939,12
cct-6,WBGene00000381,1.00000000,1.00000000,0.00000000,0.00000000,2479,2479,15
cdc-6,WBGene00000382,1.00000000,1.00000000,0.00000000,0.00000000,2531,2531,8
cdc-14,WBGene00000383,1.00000000,1.00000000,0.00000000,0.00000000,6053,6053,8
cdc-25.1,WBGene00000386,1.00000000,1.00000000,0.00000000,0.00000000,9707,-9707,5
cdc-25.2,WBGene00000387,1.00000000,1.00000000,0.00000000,0.00000000,16339,16339,4
cdc-25.3,WBGene00000388,1.00000000,1.00000000,0.00000000,0.00000000,5822,5822,11
cdc-25.4,WBGene00000389,1.00000000,1.00000000,0.00000000,0.00000000,13752,-13752,4
cdc-42,WBGene00000390,1.00000000,1.00000000,0.00000000,0.00000000,5303,5303,7
cdd-1,WBGene00000391,1.00000000,1.00000000,0.00000000,0.00000000,2386,2386,6
cdd-2,WBGene00000392,1.00000000,1.00000000,0.00000000,0.00000000,4543,4543,6
cdh-3,WBGene00000395,1.00000000,1.00000000,0.00000000,0.00000000,9948,-9948,11
cdh-4,WBGene00000396,1.00000000,1.00000000,0.00000000,0.00000000,6210,-6210,15
cdh-5,WBGene00000397,1.00000000,1.00000000,0.00000000,0.00000000,18854,18854,4
cdh-7,WBGene00000399,1.00000000,1.00000000,0.00000000,0.00000000,17588,-17588,7
cdh-9,WBGene00000401,1.00000000,1.00000000,0.00000000,0.00000000,4233,-4233,6
cdh-10,WBGene00000402,1.00000000,1.00000000,0.00000000,0.00000000,58842,58842,1
casy-1,WBGene00000403,1.00000000,1.00000000,0.00000000,0.00000000,9214,-9214,6
cdk-1,WBGene00000405,1.00000000,1.00000000,0.00000000,0.00000000,2674,-2674,12
cdk-4,WBGene00000406,1.00000000,1.00000000,0.00000000,0.00000000,3812,-3812,4
cdk-5,WBGene00000407,1.00000000,1.00000000,0.00000000,0.00000000,315,315,4
cdk-7,WBGene00000408,1.00000000,1.00000000,0.00000000,0.00000000,10424,10424,4
cdk-8,WBGene00000409,1.00000000,1.00000000,0.00000000,0.00000000,6188,-6188,4
cdk-9,WBGene00000410,1.00000000,1.00000000,0.00000000,0.00000000,172,-172,2
cdl-1,WBGene00000411,1.00000000,1.00000000,0.00000000,0.00000000,45,-45,5
cdr-1,WBGene00000412,1.00000000,1.00000000,0.00000000,0.00000000,5305,-5305,3
