Gene_Public_Name,Gene_WB220ID,DE_Pval,DE_FDR,DE_logFC,TFhit_pval,TFHit_MinAbsDistance,TFHit_MinRelDistance,TotalHits_in_range
cwp-3,WBGene00000861,1.00000000,1.00000000,0.00000000,0.00000000,1825,1825,1
cyb-1,WBGene00000865,1.00000000,1.00000000,0.00000000,0.00000000,583,-583,1
cyc-1,WBGene00000869,1.00000000,1.00000000,0.00000000,0.00000000,2049,2049,1
cye-1,WBGene00000871,1.00000000,1.00000000,0.00000000,0.00000000,569,-569,2
cyk-1,WBGene00000872,1.00000000,1.00000000,0.00000000,0.00000000,6976,6976,1
cyk-4,WBGene00000875,1.00000000,1.00000000,0.00000000,0.00000000,2849,2849,1
cyl-1,WBGene00000876,1.00000000,1.00000000,0.00000000,0.00000000,2878,2878,1
cyn-1,WBGene00000877,1.00000000,1.00000000,0.00000000,0.00000000,177,-177,1
cyn-2,WBGene00000878,1.00000000,1.00000000,0.00000000,0.00000000,1530,1530,1
cyn-3,WBGene00000879,1.00000000,1.00000000,0.00000000,0.00000000,131,-131,2
cyn-4,WBGene00000880,1.00000000,1.00000000,0.00000000,0.00000000,1982,1982,1
cyn-7,WBGene00000883,1.00000000,1.00000000,0.00000000,0.00000000,1176,1176,1
cyn-10,WBGene00000886,1.00000000,1.00000000,0.00000000,0.00000001,976,976,1
cyn-11,WBGene00000887,1.00000000,1.00000000,0.00000000,0.00000003,1378,1378,1
cyn-12,WBGene00000888,1.00000000,1.00000000,0.00000000,0.00000005,228,-228,1
dab-1,WBGene00000894,1.00000000,1.00000000,0.00000000,0.00000001,742,742,2
dad-1,WBGene00000896,1.00000000,1.00000000,0.00000000,0.00000000,1358,1358,1
daf-1,WBGene00000897,1.00000000,1.00000000,0.00000000,0.00000000,77,-77,1
daf-4,WBGene00000900,1.00000000,1.00000000,0.00000000,0.00000000,1403,-1403,1
daf-5,WBGene00000901,1.00000000,1.00000000,0.00000000,0.00000000,3702,3702,2
daf-10,WBGene00000906,1.00000000,1.00000000,0.00000000,0.00000000,10256,10256,1
daf-14,WBGene00000910,1.00000000,1.00000000,0.00000000,0.00000000,1067,-1067,1
daf-15,WBGene00000911,1.00000000,1.00000000,0.00000000,0.00000000,124,124,1
daf-16,WBGene00000912,1.00000000,1.00000000,0.00000000,0.00000000,234,-234,3
daf-18,WBGene00000913,1.00000000,1.00000000,0.00000000,0.00000002,5799,5799,1
daf-19,WBGene00000914,1.00000000,1.00000000,0.00000000,0.00000000,11904,11904,1
dao-5,WBGene00000931,1.00000000,1.00000000,0.00000000,0.00000001,4466,4466,1
dbr-1,WBGene00000937,1.00000000,1.00000000,0.00000000,0.00000000,3280,3280,1
dcp-66,WBGene00000938,1.00000000,1.00000000,0.00000000,0.00000710,4567,4567,1
dcs-1,WBGene00000940,1.00000000,1.00000000,0.00000000,0.00000000,3436,3436,1
ddp-1,WBGene00000941,1.00000000,1.00000000,0.00000000,0.00000000,104,-104,1
deb-1,WBGene00000942,1.00000000,1.00000000,0.00000000,0.00000003,10409,10409,1
dgk-2,WBGene00000959,1.00000000,1.00000000,0.00000000,0.00000005,9443,9443,1
dhp-2,WBGene00000964,1.00000000,1.00000000,0.00000000,0.00054011,1373,-1373,1
dhs-2,WBGene00000966,0.00000000,0.00000243,6.19559100,0.00000002,119,-119,1
dhs-8,WBGene00000972,1.00000000,1.00000000,0.00000000,0.00000000,31,31,2
dhs-9,WBGene00000973,1.00000000,1.00000000,0.00000000,0.00000079,3891,3891,1
dhs-11,WBGene00000974,1.00000000,1.00000000,0.00000000,0.00000000,2104,2104,1
dhs-13,WBGene00000976,1.00000000,1.00000000,0.00000000,0.00000000,6646,6646,2
dhs-22,WBGene00000985,1.00000000,1.00000000,0.00000000,0.00009620,3410,3410,1
dhs-25,WBGene00000988,1.00000000,1.00000000,0.00000000,0.00000000,155,-155,1
dhs-30,WBGene00000993,1.00000000,1.00000000,0.00000000,0.00000398,5424,5424,1
die-1,WBGene00000995,1.00000000,1.00000000,0.00000000,0.00021332,12872,12872,1
dis-3,WBGene00001001,1.00000000,1.00000000,0.00000000,0.00097952,100,-100,1
div-1,WBGene00001002,1.00000000,1.00000000,0.00000000,0.00000000,3724,3724,1
dlc-1,WBGene00001005,1.00000000,1.00000000,0.00000000,0.00000000,1489,1489,1
dli-1,WBGene00001007,1.00000000,1.00000000,0.00000000,0.00000000,1882,1882,1
dlk-1,WBGene00001008,1.00000000,1.00000000,0.00000000,0.00000000,5236,5236,3
dna-2,WBGene00001016,1.00000000,1.00000000,0.00000000,0.00000000,96,96,1
dnc-1,WBGene00001017,1.00000000,1.00000000,0.00000000,0.00000000,6961,6961,2
dnc-2,WBGene00001018,1.00000000,1.00000000,0.00000000,0.00000079,1535,1535,1
dnj-1,WBGene00001019,1.00000000,1.00000000,0.00000000,0.00012859,247,-247,1
dnj-2,WBGene00001020,1.00000000,1.00000000,0.00000000,0.00000006,2557,2557,1
dnj-5,WBGene00001023,1.00000000,1.00000000,0.00000000,0.00000000,5770,5770,1
dnj-9,WBGene00001027,1.00000000,1.00000000,0.00000000,0.00000000,205,-205,1
dnj-10,WBGene00001028,1.00000000,1.00000000,0.00000000,0.00000000,106,-106,1
dnj-11,WBGene00001029,1.00000000,1.00000000,0.00000000,0.00000000,254,-254,1
dnj-12,WBGene00001030,1.00000000,1.00000000,0.00000000,0.00000000,1226,1226,1
dnj-13,WBGene00001031,1.00000000,1.00000000,0.00000000,0.00000000,181,-181,2
dnj-14,WBGene00001032,1.00000000,1.00000000,0.00000000,0.00000000,2314,2314,1
dnj-16,WBGene00001034,1.00000000,1.00000000,0.00000000,0.00000433,304,304,1
dnj-22,WBGene00001040,1.00000000,1.00000000,0.00000000,0.00000000,46,-46,2
dnj-24,WBGene00001042,1.00000000,1.00000000,0.00000000,0.00001020,2002,2002,1
dnj-25,WBGene00001043,1.00000000,1.00000000,0.00000000,0.00001390,14544,14544,1
dnj-27,WBGene00001045,1.00000000,1.00000000,0.00000000,0.00029541,488,-488,1
dnj-28,WBGene00001046,1.00000000,1.00000000,0.00000000,0.00000000,121,-121,1
dnj-29,WBGene00001047,1.00000000,1.00000000,0.00000000,0.00000000,8854,8854,1
dpl-1,WBGene00001061,1.00000000,1.00000000,0.00000000,0.00000000,250,-250,1
dpy-9,WBGene00001071,1.00000000,1.00000000,0.00000000,0.00000229,15,-15,1
dpy-17,WBGene00001076,1.00000000,1.00000000,0.00000000,0.00000000,1657,1657,1
dpy-23,WBGene00001082,1.00000000,1.00000000,0.00000000,0.00000000,288,-288,1
dpy-26,WBGene00001085,1.00000000,1.00000000,0.00000000,0.00012863,5481,5481,1
dpy-27,WBGene00001086,1.00000000,1.00000000,0.00000000,0.00000000,6815,6815,1
dpy-30,WBGene00001088,1.00000000,1.00000000,0.00000000,0.00000000,101,-101,1
dre-1,WBGene00001089,1.00000000,1.00000000,0.00000000,0.00000023,4862,4862,1
drh-2,WBGene00001091,1.00000000,1.00000000,0.00000000,0.00000004,4987,4987,1
drp-1,WBGene00001093,1.00000000,1.00000000,0.00000000,0.00000009,475,-475,1
dsh-2,WBGene00001102,1.00000000,1.00000000,0.00000000,0.00000000,3207,3207,1
dyb-1,WBGene00001115,1.00000000,1.00000000,0.00000000,0.00000498,1394,-1394,1
dyf-2,WBGene00001118,1.00000000,1.00000000,0.00000000,0.00000006,12518,12518,1
dyf-3,WBGene00001119,1.00000000,1.00000000,0.00000000,0.00000000,2702,2702,1
dyn-1,WBGene00001130,1.00000000,1.00000000,0.00000000,0.00000000,531,-531,1
dys-1,WBGene00001131,1.00000000,1.00000000,0.00000000,0.00000394,32514,32514,1
alp-1,WBGene00001132,1.00000000,1.00000000,0.00000000,0.00000154,1452,-1452,1
eat-6,WBGene00001137,1.00000000,1.00000000,0.00000000,0.00000000,4062,4062,1
eat-16,WBGene00001145,1.00000000,1.00000000,0.00000000,0.00000000,96,-96,2
bcat-1,WBGene00001149,1.00000000,1.00000000,0.00000000,0.00000000,377,-377,3
ech-2,WBGene00001151,1.00000000,1.00000000,0.00000000,0.00000000,28,28,2
ech-4,WBGene00001153,1.00000000,1.00000000,0.00000000,0.00000223,807,-807,1
ech-5,WBGene00001154,1.00000000,1.00000000,0.00000000,0.00000658,25,-25,1
efk-1,WBGene00001160,1.00000000,1.00000000,0.00000000,0.00000093,4116,4116,1
efl-1,WBGene00001161,1.00000000,1.00000000,0.00000000,0.00000000,7162,7162,1
eftu-2,WBGene00001166,1.00000000,1.00000000,0.00000000,0.00000069,429,-429,1
eef-2,WBGene00001167,1.00000000,1.00000000,0.00000000,0.00000000,12,12,1
eef-1A.1,WBGene00001168,1.00000000,1.00000000,0.00000000,0.00000000,2077,2077,1
eef-1A.2,WBGene00001169,1.00000000,1.00000000,0.00000000,0.00000000,378,-378,1
egl-3,WBGene00001172,1.00000000,1.00000000,0.00000000,0.00000000,5650,5650,1
egl-9,WBGene00001178,1.00000000,1.00000000,0.00000000,0.00000000,19,19,2
egl-15,WBGene00001184,1.00000000,1.00000000,0.00000000,0.00000023,1525,-1525,1
egl-17,WBGene00001185,1.00000000,1.00000000,0.00000000,0.00000220,193,193,1
egl-21,WBGene00001189,1.00000000,1.00000000,0.00000000,0.00000000,3463,3463,1
egl-27,WBGene00001194,1.00000000,1.00000000,0.00000000,0.00000000,965,-965,2
egl-30,WBGene00001196,1.00000000,1.00000000,0.00000000,0.00000000,536,536,1
