Gene_Public_Name,Gene_WB220ID,DE_Pval,DE_FDR,DE_logFC,TFhit_pval,TFHit_MinAbsDistance,TFHit_MinRelDistance,TotalHits_in_range
mev-1,WBGene00003225,1.00000000,1.00000000,0.00000000,0.00000000,82,-82,1
mir-2,WBGene00003261,1.00000000,1.00000000,0.00000000,0.00000000,490,490,1
mir-45,WBGene00003273,1.00000000,1.00000000,0.00000000,0.00000000,12,12,1
mir-52,WBGene00003280,1.00000000,1.00000000,0.00000000,0.00000000,370,-370,1
mir-56,WBGene00003284,1.00000000,1.00000000,0.00000000,0.00000000,130,130,1
mir-79,WBGene00003307,1.00000000,1.00000000,0.00000000,0.00000000,230,-230,1
mir-229,WBGene00003322,1.00000000,1.00000000,0.00000000,0.00000000,442,-442,1
mir-253,WBGene00003347,1.00000000,1.00000000,0.00000000,0.00000000,403,403,1
mix-1,WBGene00003367,1.00000000,1.00000000,0.00000000,0.00000000,20,-20,1
mlk-1,WBGene00003374,1.00000000,1.00000000,0.00000000,0.00000000,8810,8810,1
moe-3,WBGene00003388,1.00000000,1.00000000,0.00000000,0.00000001,5639,5639,1
mxl-3,WBGene00003511,1.00000000,1.00000000,0.00000000,0.00000000,1613,1613,1
nas-29,WBGene00003547,1.00000000,1.00000000,0.00000000,0.00000000,3728,3728,1
ncl-1,WBGene00003559,1.00000000,1.00000000,0.00000000,0.00000378,62,-62,1
nhl-2,WBGene00003598,1.00000000,1.00000000,0.00000000,0.00000000,5096,5096,1
nhr-21,WBGene00003620,1.00000000,1.00000000,0.00000000,0.00000000,6,6,1
nhr-32,WBGene00003626,1.00000000,1.00000000,0.00000000,0.00000000,326,-326,1
nhr-35,WBGene00003628,1.00000000,1.00000000,0.00000000,0.00000000,153,-153,1
nhr-42,WBGene00003632,1.00000000,1.00000000,0.00000000,0.00000000,169,-169,1
nhr-59,WBGene00003649,1.00000000,1.00000000,0.00000000,0.00000000,2181,2181,1
nhr-68,WBGene00003658,0.00164175,0.04716722,2.57564238,0.00000000,437,-437,1
nhr-79,WBGene00003669,1.00000000,1.00000000,0.00000000,0.00000658,4861,4861,1
nhr-87,WBGene00003677,1.00000000,1.00000000,0.00000000,0.00000000,22,-22,1
nhr-104,WBGene00003694,1.00000000,1.00000000,0.00000000,0.00000000,4019,4019,1
nhr-107,WBGene00003697,1.00000000,1.00000000,0.00000000,0.00000001,2399,2399,1
nhr-122,WBGene00003712,1.00000000,1.00000000,0.00000000,0.00000006,28,-28,1
nhr-134,WBGene00003724,1.00000000,1.00000000,0.00000000,0.00015657,2,-2,1
nhr-135,WBGene00003725,1.00000000,1.00000000,0.00000000,0.00000000,2240,2240,1
nos-3,WBGene00003785,1.00000000,1.00000000,0.00000000,0.00000000,499,-499,1
npp-6,WBGene00003792,1.00000000,1.00000000,0.00000000,0.00000000,24,-24,1
npp-7,WBGene00003793,1.00000000,1.00000000,0.00000000,0.00000000,56,-56,1
npp-9,WBGene00003795,1.00000000,1.00000000,0.00000000,0.00000000,4039,4039,1
npp-11,WBGene00003797,1.00000000,1.00000000,0.00000000,0.00004960,95,-95,1
npp-14,WBGene00003800,1.00000000,1.00000000,0.00000000,0.00000000,5122,5122,1
npp-20,WBGene00003806,1.00000000,1.00000000,0.00000000,0.00000000,5728,5728,1
ntl-2,WBGene00003825,1.00000000,1.00000000,0.00000000,0.00000000,4107,4107,1
ntl-4,WBGene00003827,1.00000000,1.00000000,0.00000000,0.00001100,80,-80,1
paa-1,WBGene00003901,1.00000000,1.00000000,0.00000000,0.00000000,40,40,1
pan-1,WBGene00003915,1.00000000,1.00000000,0.00000000,0.00000537,384,-384,1
par-5,WBGene00003920,1.00000000,1.00000000,0.00000000,0.00000000,1617,1617,1
pas-5,WBGene00003926,1.00000000,1.00000000,0.00000000,0.00000003,299,-299,1
pbs-7,WBGene00003953,1.00000000,1.00000000,0.00000000,0.00000000,1087,1087,1
pdi-1,WBGene00003962,1.00000000,1.00000000,0.00000000,0.00000000,2043,2043,1
pdr-1,WBGene00003967,1.00000000,1.00000000,0.00000000,0.00000000,58,-58,1
peb-1,WBGene00003968,1.00000000,1.00000000,0.00000000,0.00000000,259,-259,1
pek-1,WBGene00003970,1.00000000,1.00000000,0.00000000,0.00000000,4967,4967,1
pen-2,WBGene00003975,1.00000000,1.00000000,0.00000000,0.00000062,88,-88,1
pif-1,WBGene00004028,1.00000000,1.00000000,0.00000000,0.00000026,39,39,1
pkc-1,WBGene00004032,1.00000000,1.00000000,0.00000000,0.00000017,10111,10111,1
plk-1,WBGene00004042,1.00000000,1.00000000,0.00000000,0.00000001,190,-190,1
pms-2,WBGene00004064,1.00000000,1.00000000,0.00000000,0.00000000,6200,6200,1
pph-4.2,WBGene00004086,1.00000000,1.00000000,0.00000000,0.00000069,3321,3321,1
pqn-27,WBGene00004116,1.00000000,1.00000000,0.00000000,0.00000000,12221,12221,1
pqn-45,WBGene00004132,1.00000000,1.00000000,0.00000000,0.00000000,4060,4060,1
pqn-51,WBGene00004136,1.00000000,1.00000000,0.00000000,0.00000000,41,41,1
pqn-53,WBGene00004138,1.00000000,1.00000000,0.00000000,0.00000000,2370,2370,1
pqn-71,WBGene00004153,1.00000000,1.00000000,0.00000000,0.00000000,448,-448,1
pqn-85,WBGene00004166,1.00000000,1.00000000,0.00000000,0.00000000,14676,14676,1
psa-1,WBGene00004203,1.00000000,1.00000000,0.00000000,0.00000000,10884,10884,1
puf-9,WBGene00004245,1.00000000,1.00000000,0.00000000,0.00000000,531,-531,1
pus-1,WBGene00004248,1.00000000,1.00000000,0.00000000,0.00000000,2364,2364,1
pyc-1,WBGene00004258,1.00000000,1.00000000,0.00000000,0.00000000,4760,4760,1
pyr-1,WBGene00004259,1.00000000,1.00000000,0.00000000,0.00000000,420,-420,1
rab-5,WBGene00004268,1.00000000,1.00000000,0.00000000,0.00000000,418,-418,1
rab-18,WBGene00004277,1.00000000,1.00000000,0.00000000,0.00000000,1296,1296,1
rad-51,WBGene00004297,1.00000000,1.00000000,0.00000000,0.00000000,3101,3101,1
rgr-1,WBGene00004343,1.00000000,1.00000000,0.00000000,0.00000000,36,36,1
rgs-1,WBGene00004344,1.00000000,1.00000000,0.00000000,0.00000115,2245,2245,1
rib-2,WBGene00004361,1.00000000,1.00000000,0.00000000,0.00000000,168,-168,1
ric-19,WBGene00004368,1.00000000,1.00000000,0.00000000,0.00000000,3724,3724,1
rnf-1,WBGene00004380,1.00000000,1.00000000,0.00000000,0.00000000,2167,2167,1
rnp-5,WBGene00004388,1.00000000,1.00000000,0.00000000,0.00007700,1397,1397,1
rla-0,WBGene00004408,1.00000000,1.00000000,0.00000000,0.00000000,216,-216,1
rla-2,WBGene00004410,1.00000000,1.00000000,0.00000000,0.00028832,1101,1101,1
rpl-1,WBGene00004412,1.00000000,1.00000000,0.00000000,0.00000000,1316,1316,1
rpl-7A,WBGene00004419,1.00000000,1.00000000,0.00000000,0.00000000,1543,1543,1
rpl-9,WBGene00004420,1.00000000,1.00000000,0.00000000,0.00000000,986,986,1
rpl-14,WBGene00004426,1.00000000,1.00000000,0.00000000,0.00000000,255,-255,1
rpl-20,WBGene00004432,1.00000000,1.00000000,0.00000000,0.00000000,1134,1134,1
rpn-2,WBGene00004459,1.00000000,1.00000000,0.00000000,0.00000000,33,-33,1
rpn-11,WBGene00004467,1.00000000,1.00000000,0.00000000,0.00000000,1485,1485,1
rps-0,WBGene00004469,1.00000000,1.00000000,0.00000000,0.00000000,1469,1469,1
rps-1,WBGene00004470,1.00000000,1.00000000,0.00000000,0.00000000,447,-447,1
rps-3,WBGene00004472,1.00000000,1.00000000,0.00000000,0.00000000,329,-329,1
rps-8,WBGene00004477,1.00000000,1.00000000,0.00000000,0.00000000,1164,1164,1
rps-12,WBGene00004481,1.00000000,1.00000000,0.00000000,0.00000000,79,-79,1
rps-13,WBGene00004482,1.00000000,1.00000000,0.00000000,0.00000000,1254,1254,1
rps-17,WBGene00004486,1.00000000,1.00000000,0.00000000,0.00000000,940,940,1
rps-18,WBGene00004487,1.00000000,1.00000000,0.00000000,0.00000000,589,-589,1
rps-19,WBGene00004488,1.00000000,1.00000000,0.00000000,0.00000000,926,926,1
rps-23,WBGene00004492,1.00000000,1.00000000,0.00000000,0.00000000,1084,1084,1
rpt-1,WBGene00004501,1.00000000,1.00000000,0.00000000,0.00000000,1933,1933,1
rpt-2,WBGene00004502,1.00000000,1.00000000,0.00000000,0.00000000,1822,1822,1
rrf-2,WBGene00004509,1.00000000,1.00000000,0.00000000,0.00000000,7634,7634,1
rsp-2,WBGene00004699,1.00000000,1.00000000,0.00000000,0.00000000,1788,1788,1
rsp-8,WBGene00004705,1.00000000,1.00000000,0.00000000,0.00000000,352,-352,1
rsr-1,WBGene00004706,1.00000000,1.00000000,0.00000000,0.00000000,14089,14089,1
sax-1,WBGene00004727,1.00000000,1.00000000,0.00000000,0.00000000,4721,4721,1
sec-5,WBGene00004752,1.00000000,1.00000000,0.00000000,0.00000009,4146,4146,1
sec-23,WBGene00004754,1.00000000,1.00000000,0.00000000,0.00000000,390,-390,1
sel-9,WBGene00004766,1.00000000,1.00000000,0.00000000,0.00000000,1168,1168,1
sep-1,WBGene00004775,1.00000000,1.00000000,0.00000000,0.00000000,5856,5856,1
sft-4,WBGene00004788,1.00000000,1.00000000,0.00000000,0.00000000,2086,2086,1
skr-16,WBGene00004822,1.00000000,1.00000000,0.00000000,0.00000001,260,-260,1
sls-2.3,WBGene00004835,1.00000000,1.00000000,0.00000000,0.00000000,146,146,1
sls-2.6,WBGene00004838,1.00000000,1.00000000,0.00000000,0.00000000,370,370,1
sls-2.9,WBGene00004841,1.00000000,1.00000000,0.00000000,0.00000000,46,-46,1
sls-2.16,WBGene00004848,1.00000000,1.00000000,0.00000000,0.00000000,90,90,1
smg-1,WBGene00004879,1.00000000,1.00000000,0.00000000,0.00000000,13226,13226,1
smp-2,WBGene00004890,1.00000000,1.00000000,0.00000000,0.00000000,4820,4820,1
smu-2,WBGene00004896,1.00000000,1.00000000,0.00000000,0.00000001,5,-5,1
snr-1,WBGene00004914,1.00000000,1.00000000,0.00000000,0.00000000,419,-419,1
snr-3,WBGene00004916,1.00000000,1.00000000,0.00000000,0.00000000,1238,1238,1
snr-4,WBGene00004917,1.00000000,1.00000000,0.00000000,0.00000000,1601,1601,1
snt-2,WBGene00004922,1.00000000,1.00000000,0.00000000,0.00000000,7712,7712,1
snx-1,WBGene00004927,1.00000000,1.00000000,0.00000000,0.00000000,296,-296,1
sop-3,WBGene00004946,1.00000000,1.00000000,0.00000000,0.00000000,15186,15186,1
spd-2,WBGene00004953,1.00000000,1.00000000,0.00000000,0.00000025,3255,3255,1
spp-8,WBGene00004993,0.00001167,0.00085634,3.20367361,0.00000028,149,-149,1
spp-18,WBGene00005003,0.00100214,0.03162700,2.99067988,0.00000000,10,10,1
srg-19,WBGene00005176,1.00000000,1.00000000,0.00000000,0.00025938,3555,3555,1
srh-16,WBGene00005241,1.00000000,1.00000000,0.00000000,0.00000000,394,-394,1
srh-17,WBGene00005242,1.00000000,1.00000000,0.00000000,0.00000000,484,-484,1
T27A1.1,WBGene00005324,1.00000000,1.00000000,0.00000000,0.00000000,3031,3031,1
srh-267,WBGene00005473,1.00000000,1.00000000,0.00000000,0.00000514,1745,1745,1
sri-5,WBGene00005517,1.00000000,1.00000000,0.00000000,0.00000000,217,-217,1
sars-1,WBGene00005663,1.00000000,1.00000000,0.00000000,0.00000498,108,-108,1
stn-1,WBGene00006062,1.00000000,1.00000000,0.00000000,0.00000320,301,-301,1
sup-6,WBGene00006315,1.00000000,1.00000000,0.00000000,0.00000000,115,115,1
sup-10,WBGene00006319,1.00000000,1.00000000,0.00000000,0.00019303,76,-76,1
sup-39,WBGene00006344,1.00000000,1.00000000,0.00000000,0.00000000,177,177,1
sur-2,WBGene00006349,1.00000000,1.00000000,0.00000000,0.00000000,10776,10776,1
syp-2,WBGene00006376,1.00000000,1.00000000,0.00000000,0.00000062,259,-259,1
sys-1,WBGene00006379,1.00000000,1.00000000,0.00000000,0.00000000,5043,5043,1
taf-3,WBGene00006384,1.00000000,1.00000000,0.00000000,0.00000000,526,-526,1
taf-10,WBGene00006392,1.00000000,1.00000000,0.00000000,0.00000000,21,-21,1
tag-38,WBGene00006418,1.00000000,1.00000000,0.00000000,0.00014386,2752,2752,1
mrck-1,WBGene00006437,1.00000000,1.00000000,0.00000000,0.00000000,11611,11611,1
tag-63,WBGene00006440,1.00000000,1.00000000,0.00000000,0.00000000,95,-95,1
tag-72,WBGene00006447,1.00000000,1.00000000,0.00000000,0.00000657,2101,2101,1
tag-96,WBGene00006461,1.00000000,1.00000000,0.00000000,0.00000000,123,-123,1
tag-124,WBGene00006473,1.00000000,1.00000000,0.00000000,0.00000000,3,-3,1
wdr-5,WBGene00006474,1.00000000,1.00000000,0.00000000,0.00000001,42,-42,1
tag-170,WBGene00006515,1.00000000,1.00000000,0.00000000,0.00000000,232,-232,1
tam-1,WBGene00006523,1.00000000,1.00000000,0.00000000,0.00000102,4596,4596,1
tbb-1,WBGene00006536,1.00000000,1.00000000,0.00000000,0.00000000,1777,1777,1
tbx-2,WBGene00006543,1.00000000,1.00000000,0.00000000,0.00000000,5495,5495,1
tfg-1,WBGene00006565,1.00000000,1.00000000,0.00000000,0.00000000,60,-60,1
tig-2,WBGene00006570,1.00000000,1.00000000,0.00000000,0.00000001,3581,3581,1
tin-13,WBGene00006574,1.00000000,1.00000000,0.00000000,0.00000000,710,710,1
tom-1,WBGene00006594,1.00000000,1.00000000,0.00000000,0.00000000,389,-389,1
uba-2,WBGene00006700,1.00000000,1.00000000,0.00000000,0.00000000,283,-283,1
ubc-3,WBGene00006702,1.00000000,1.00000000,0.00000000,0.00000000,44,-44,1
ufd-2,WBGene00006734,1.00000000,1.00000000,0.00000000,0.00000000,288,-288,1
unc-16,WBGene00006755,1.00000000,1.00000000,0.00000000,0.00000000,45,45,1
unc-32,WBGene00006768,1.00000000,1.00000000,0.00000000,0.00000000,324,-324,1
unc-37,WBGene00006773,1.00000000,1.00000000,0.00000000,0.00000000,3280,3280,1
unc-40,WBGene00006776,1.00000000,1.00000000,0.00000000,0.00000000,11938,11938,1
unc-45,WBGene00006781,1.00000000,1.00000000,0.00000000,0.00000002,247,-247,1
unc-49,WBGene00006784,1.00000000,1.00000000,0.00000000,0.00000498,43,43,1
unc-51,WBGene00006786,1.00000000,1.00000000,0.00000000,0.00000000,8760,8760,1
unc-60,WBGene00006794,1.00000000,1.00000000,0.00000000,0.00000000,117,-117,1
unc-61,WBGene00006795,1.00000000,1.00000000,0.00000000,0.00003780,3385,3385,1
unc-108,WBGene00006833,1.00000000,1.00000000,0.00000000,0.00000000,395,-395,1
unc-112,WBGene00006836,1.00000000,1.00000000,0.00000000,0.00000000,5229,5229,1
unc-116,WBGene00006840,1.00000000,1.00000000,0.00000000,0.00000000,3847,3847,1
vem-1,WBGene00006890,1.00000000,1.00000000,0.00000000,0.00000008,2527,2527,1
vps-26,WBGene00006931,1.00000000,1.00000000,0.00000000,0.00000002,2323,2323,1
vars-1,WBGene00006935,1.00000000,1.00000000,0.00000000,0.00000000,337,-337,1
wah-1,WBGene00006937,1.00000000,1.00000000,0.00000000,0.00000000,114,-114,1
zen-4,WBGene00006974,1.00000000,1.00000000,0.00000000,0.00000006,208,-208,1
zyg-9,WBGene00006994,1.00000000,1.00000000,0.00000000,0.00000001,141,-141,1
tufm-2,WBGene00007001,1.00000000,1.00000000,0.00000000,0.00000000,151,-151,1
immp-1,WBGene00007021,1.00000000,1.00000000,0.00000000,0.00000000,404,-404,1
mdt-22,WBGene00007022,1.00000000,1.00000000,0.00000000,0.00000000,1,-1,2
mdt-27,WBGene00007023,1.00000000,1.00000000,0.00000000,0.00000000,3273,3273,1
trr-1,WBGene00007028,1.00000000,1.00000000,0.00000000,0.00000000,14444,14444,1
